Age in 5-year groups ,Region,Religion,Ethnicity,Education in single years,Number of household members,Educational attainment,Frequency of reading newspaper or magazine,Frequency of listening to radio,Frequency of watching television,Literacy,Ever participated in a literacy program,Use of internet,Frequency of using internet last month,Owns a mobile telephone,Wealth index factor score for urban/rural,Wealth index for urban/rural,Wealth index factor score combined (5 decimals)
4.0,3.0,5.0,1.0,12.0,9.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,222685.0,5.0,140980.0
4.0,3.0,5.0,1.0,12.0,9.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,222685.0,5.0,140980.0
4.0,3.0,5.0,1.0,12.0,9.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,222685.0,5.0,140980.0
1.0,3.0,5.0,3.0,8.0,4.0,3.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,109302.0,5.0,42152.0
2.0,3.0,4.0,3.0,6.0,13.0,2.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,-14418.0,3.0,-65686.0
2.0,3.0,4.0,3.0,6.0,13.0,2.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,-14418.0,3.0,-65686.0
5.0,3.0,5.0,3.0,9.0,5.0,3.0,0.0,2.0,2.0,0.0,,2.0,0.0,1.0,158018.0,5.0,84614.0
4.0,3.0,5.0,3.0,9.0,5.0,3.0,1.0,2.0,2.0,2.0,,1.0,3.0,0.0,210320.0,5.0,130202.0
4.0,3.0,5.0,3.0,9.0,5.0,3.0,1.0,2.0,2.0,2.0,,1.0,3.0,0.0,210320.0,5.0,130202.0
4.0,3.0,5.0,2.0,6.0,5.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,76462.0,4.0,13528.0
7.0,3.0,5.0,2.0,9.0,3.0,3.0,0.0,1.0,2.0,2.0,,0.0,0.0,1.0,143313.0,5.0,71797.0
4.0,3.0,5.0,2.0,9.0,5.0,3.0,0.0,2.0,2.0,0.0,,1.0,2.0,1.0,162171.0,5.0,88234.0
2.0,3.0,5.0,2.0,12.0,5.0,4.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,163629.0,5.0,89505.0
6.0,3.0,5.0,2.0,6.0,8.0,2.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,208214.0,5.0,128367.0
1.0,3.0,5.0,2.0,9.0,8.0,3.0,1.0,1.0,2.0,2.0,,0.0,0.0,0.0,208214.0,5.0,128367.0
4.0,3.0,5.0,1.0,6.0,5.0,2.0,0.0,0.0,2.0,0.0,,0.0,0.0,1.0,127776.0,5.0,58254.0
3.0,3.0,5.0,2.0,9.0,3.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,49483.0,4.0,-9988.0
2.0,3.0,5.0,2.0,10.0,3.0,3.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,159849.0,5.0,86210.0
4.0,3.0,4.0,2.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,175317.0,5.0,99693.0
4.0,3.0,4.0,2.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,175317.0,5.0,99693.0
3.0,3.0,5.0,2.0,6.0,5.0,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,-56162.0,2.0,10852.0
3.0,3.0,5.0,2.0,6.0,5.0,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,-56162.0,2.0,10852.0
6.0,3.0,5.0,1.0,7.0,1.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,8459.0,3.0,61869.0
7.0,3.0,5.0,2.0,5.0,5.0,1.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,25256.0,3.0,75129.0
4.0,3.0,4.0,3.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,1.0,3.0,1.0,-66922.0,1.0,2357.0
4.0,3.0,4.0,3.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,1.0,3.0,1.0,-66922.0,1.0,2357.0
4.0,3.0,4.0,3.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,1.0,3.0,1.0,-66922.0,1.0,2357.0
3.0,3.0,5.0,3.0,7.0,6.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,67822.0,4.0,108734.0
3.0,3.0,5.0,3.0,7.0,6.0,3.0,0.0,1.0,2.0,1.0,,0.0,0.0,1.0,67822.0,4.0,108734.0
2.0,3.0,6.0,1.0,7.0,3.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,-7035.0,2.0,49637.0
2.0,3.0,6.0,1.0,7.0,3.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,-7035.0,2.0,49637.0
2.0,3.0,95.0,1.0,8.0,3.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,-10225.0,2.0,47118.0
3.0,3.0,7.0,2.0,12.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,-7740.0,2.0,49080.0
5.0,3.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,35932.0,3.0,83558.0
6.0,3.0,5.0,4.0,9.0,6.0,3.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,112168.0,5.0,143744.0
2.0,3.0,5.0,3.0,8.0,3.0,3.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,31225.0,3.0,79842.0
2.0,3.0,5.0,3.0,8.0,3.0,3.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,31225.0,3.0,79842.0
2.0,3.0,5.0,1.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,4715.0,3.0,58913.0
3.0,3.0,5.0,2.0,9.0,5.0,3.0,2.0,0.0,2.0,2.0,,1.0,3.0,1.0,4496.0,3.0,58740.0
4.0,3.0,5.0,2.0,4.0,4.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,25549.0,3.0,75360.0
5.0,3.0,5.0,3.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,-13133.0,2.0,44822.0
5.0,3.0,5.0,3.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,-13133.0,2.0,44822.0
2.0,3.0,5.0,5.0,9.0,4.0,3.0,0.0,0.0,2.0,2.0,,1.0,1.0,1.0,129601.0,5.0,157507.0
5.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-201134.0,1.0,-103599.0
5.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,-201134.0,1.0,-103599.0
5.0,3.0,7.0,7.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,8969.0,3.0,62271.0
2.0,3.0,7.0,7.0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,46054.0,4.0,91549.0
2.0,3.0,7.0,7.0,8.0,5.0,3.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,46054.0,4.0,91549.0
4.0,3.0,5.0,3.0,9.0,3.0,3.0,1.0,0.0,2.0,2.0,,1.0,3.0,1.0,70293.0,4.0,110685.0
4.0,3.0,5.0,3.0,9.0,3.0,3.0,1.0,0.0,2.0,2.0,,1.0,3.0,1.0,70293.0,4.0,110685.0
6.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,1.0,114586.0,5.0,145653.0
4.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,11455.0,3.0,64234.0
4.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,11455.0,3.0,64234.0
4.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,11455.0,3.0,64234.0
5.0,3.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,129410.0,5.0,157356.0
5.0,3.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,129410.0,5.0,157356.0
4.0,3.0,5.0,3.0,8.0,6.0,3.0,0.0,2.0,2.0,1.0,,0.0,0.0,1.0,-26710.0,2.0,34103.0
2.0,3.0,5.0,1.0,12.0,3.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,117915.0,5.0,148281.0
3.0,3.0,1.0,2.0,12.0,4.0,4.0,1.0,2.0,2.0,2.0,,0.0,0.0,1.0,11339.0,3.0,64142.0
4.0,3.0,5.0,1.0,12.0,7.0,4.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,-122272.0,1.0,-41339.0
2.0,3.0,5.0,1.0,15.0,4.0,5.0,0.0,0.0,0.0,2.0,,1.0,3.0,1.0,-4277.0,3.0,51814.0
4.0,3.0,5.0,1.0,12.0,5.0,4.0,0.0,2.0,2.0,2.0,,0.0,0.0,0.0,54361.0,4.0,98106.0
4.0,3.0,5.0,1.0,9.0,4.0,3.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,147515.0,5.0,171649.0
4.0,3.0,5.0,1.0,9.0,4.0,3.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,147515.0,5.0,171649.0
3.0,3.0,5.0,1.0,13.0,3.0,4.0,0.0,2.0,1.0,2.0,,1.0,3.0,1.0,79297.0,4.0,117793.0
5.0,3.0,5.0,1.0,9.0,2.0,3.0,0.0,2.0,2.0,0.0,,2.0,0.0,1.0,53326.0,4.0,97290.0
3.0,3.0,5.0,1.0,12.0,2.0,4.0,0.0,2.0,2.0,2.0,,1.0,0.0,1.0,43474.0,3.0,89512.0
5.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,2.0,0.0,,1.0,1.0,1.0,161249.0,5.0,182492.0
5.0,3.0,7.0,8.0,9.0,4.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,51074.0,4.0,95512.0
3.0,3.0,5.0,3.0,9.0,2.0,3.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,98827.0,4.0,133212.0
2.0,3.0,5.0,1.0,12.0,3.0,4.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,66079.0,4.0,107357.0
5.0,3.0,7.0,96.0,18.0,4.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,196206.0,5.0,210089.0
3.0,3.0,5.0,1.0,9.0,3.0,3.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,56776.0,4.0,100014.0
5.0,3.0,5.0,3.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,141830.0,5.0,167161.0
3.0,3.0,5.0,1.0,14.0,3.0,5.0,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,203597.0,5.0,215924.0
6.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,117509.0,5.0,147961.0
2.0,3.0,5.0,1.0,10.0,3.0,3.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,171810.0,5.0,190829.0
2.0,3.0,5.0,1.0,10.0,3.0,3.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,171810.0,5.0,190829.0
6.0,3.0,5.0,2.0,9.0,6.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,75129.0,4.0,114502.0
3.0,3.0,5.0,2.0,16.0,3.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,218491.0,5.0,227682.0
4.0,3.0,5.0,1.0,13.0,8.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,25227.0,3.0,75106.0
4.0,3.0,5.0,1.0,13.0,8.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,25227.0,3.0,75106.0
3.0,3.0,5.0,1.0,12.0,2.0,4.0,1.0,0.0,2.0,2.0,,1.0,3.0,1.0,87280.0,4.0,124096.0
4.0,3.0,6.0,5.0,15.0,4.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,121784.0,5.0,151335.0
3.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,1.0,2.0,0.0,,1.0,2.0,1.0,5517.0,3.0,59546.0
4.0,3.0,4.0,2.0,12.0,4.0,4.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,182820.0,5.0,199522.0
4.0,3.0,4.0,1.0,16.0,3.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,173441.0,5.0,192117.0
4.0,3.0,5.0,2.0,9.0,5.0,3.0,0.0,2.0,2.0,2.0,,1.0,1.0,1.0,106018.0,4.0,138888.0
3.0,3.0,5.0,1.0,9.0,4.0,3.0,0.0,2.0,2.0,0.0,,1.0,2.0,1.0,48660.0,4.0,93606.0
3.0,3.0,5.0,1.0,9.0,4.0,3.0,0.0,2.0,2.0,0.0,,1.0,2.0,1.0,48660.0,4.0,93606.0
5.0,3.0,4.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,52359.0,4.0,96526.0
6.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,2.0,0.0,,1.0,3.0,1.0,133676.0,5.0,160724.0
5.0,3.0,4.0,1.0,16.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,208864.0,5.0,220082.0
4.0,3.0,4.0,1.0,12.0,6.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,179110.0,5.0,196592.0
5.0,3.0,5.0,1.0,19.0,6.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,240170.0,5.0,244797.0
5.0,3.0,5.0,1.0,19.0,6.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,240170.0,5.0,244797.0
5.0,3.0,5.0,2.0,9.0,7.0,3.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,199449.0,5.0,212650.0
5.0,3.0,5.0,2.0,9.0,7.0,3.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,199449.0,5.0,212650.0
4.0,3.0,2.0,2.0,12.0,2.0,4.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,84984.0,4.0,122283.0
5.0,3.0,1.0,2.0,9.0,6.0,3.0,0.0,1.0,2.0,1.0,,1.0,2.0,1.0,136266.0,5.0,162768.0
2.0,3.0,4.0,5.0,9.0,6.0,3.0,0.0,2.0,0.0,2.0,,1.0,3.0,1.0,12252.0,3.0,64863.0
3.0,3.0,5.0,2.0,13.0,4.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,174739.0,5.0,193142.0
3.0,3.0,5.0,2.0,9.0,2.0,3.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,-442.0,3.0,54841.0
2.0,3.0,5.0,3.0,12.0,3.0,4.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,53474.0,4.0,97406.0
4.0,3.0,5.0,1.0,6.0,3.0,2.0,0.0,0.0,2.0,0.0,,1.0,3.0,1.0,20.0,3.0,55206.0
4.0,3.0,5.0,2.0,12.0,4.0,4.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,241800.0,5.0,246084.0
6.0,3.0,6.0,1.0,9.0,6.0,3.0,0.0,0.0,2.0,1.0,,1.0,3.0,1.0,41812.0,3.0,88200.0
2.0,3.0,5.0,2.0,12.0,8.0,4.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,55868.0,4.0,99296.0
4.0,3.0,5.0,96.0,7.0,5.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,-11375.0,2.0,46210.0
4.0,3.0,5.0,2.0,14.0,2.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,40279.0,3.0,86989.0
3.0,3.0,5.0,1.0,15.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,73777.0,4.0,113435.0
5.0,3.0,5.0,1.0,16.0,4.0,5.0,1.0,1.0,2.0,2.0,,1.0,3.0,1.0,100297.0,4.0,134372.0
7.0,3.0,7.0,96.0,9.0,5.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,1.0,28662.0,3.0,77818.0
3.0,3.0,6.0,1.0,16.0,3.0,5.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,151571.0,5.0,174851.0
2.0,3.0,5.0,1.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,87738.0,4.0,124457.0
6.0,3.0,4.0,1.0,16.0,5.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,162441.0,5.0,183433.0
6.0,3.0,5.0,1.0,13.0,2.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,58618.0,4.0,101468.0
2.0,3.0,7.0,5.0,16.0,2.0,5.0,1.0,2.0,2.0,2.0,,1.0,3.0,1.0,140205.0,5.0,165878.0
5.0,3.0,7.0,3.0,9.0,2.0,3.0,0.0,0.0,1.0,1.0,,1.0,2.0,1.0,29094.0,3.0,78159.0
6.0,3.0,7.0,5.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,29921.0,3.0,78812.0
5.0,3.0,5.0,1.0,12.0,5.0,4.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,38414.0,3.0,85517.0
3.0,3.0,5.0,3.0,9.0,3.0,3.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,-27465.0,2.0,33508.0
4.0,3.0,7.0,5.0,9.0,3.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,35931.0,3.0,83557.0
6.0,3.0,7.0,8.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,60995.0,4.0,103345.0
2.0,3.0,6.0,1.0,12.0,5.0,4.0,0.0,0.0,2.0,2.0,,0.0,0.0,1.0,64532.0,4.0,106136.0
3.0,3.0,7.0,7.0,12.0,2.0,4.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,42776.0,3.0,88961.0
2.0,3.0,3.0,1.0,6.0,2.0,3.0,0.0,2.0,2.0,0.0,,1.0,2.0,1.0,84398.0,4.0,121820.0
3.0,3.0,7.0,3.0,14.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,55560.0,4.0,99053.0
3.0,3.0,7.0,3.0,14.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,55560.0,4.0,99053.0
5.0,3.0,1.0,96.0,13.0,7.0,5.0,1.0,0.0,2.0,2.0,,0.0,0.0,1.0,23430.0,3.0,73688.0
4.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,2.0,1.0,41581.0,3.0,88017.0
4.0,3.0,7.0,8.0,12.0,2.0,4.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,98257.0,4.0,132762.0
3.0,3.0,1.0,3.0,14.0,4.0,5.0,0.0,1.0,2.0,2.0,,1.0,2.0,1.0,135532.0,5.0,162189.0
3.0,3.0,5.0,2.0,14.0,3.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,215138.0,5.0,225035.0
3.0,3.0,6.0,2.0,12.0,3.0,4.0,0.0,1.0,1.0,1.0,,0.0,0.0,1.0,46703.0,4.0,92061.0
1.0,3.0,5.0,2.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,149406.0,5.0,173142.0
5.0,3.0,5.0,3.0,9.0,6.0,3.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,105479.0,4.0,138463.0
5.0,3.0,5.0,3.0,9.0,6.0,3.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,105479.0,4.0,138463.0
7.0,3.0,4.0,3.0,9.0,5.0,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,1.0,73265.0,4.0,113031.0
6.0,3.0,6.0,2.0,16.0,4.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,212157.0,5.0,222682.0
6.0,3.0,6.0,2.0,16.0,4.0,5.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,212157.0,5.0,222682.0
5.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,2.0,2.0,0.0,,0.0,0.0,1.0,54921.0,4.0,98549.0
4.0,3.0,5.0,2.0,9.0,3.0,3.0,0.0,2.0,2.0,2.0,,2.0,0.0,1.0,-56096.0,2.0,10905.0
5.0,3.0,5.0,2.0,14.0,5.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,104418.0,4.0,137626.0
5.0,3.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,184374.0,5.0,200748.0
5.0,3.0,5.0,1.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,184374.0,5.0,200748.0
6.0,3.0,5.0,2.0,14.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,137126.0,5.0,163447.0
3.0,3.0,5.0,1.0,15.0,3.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,240445.0,5.0,245015.0
3.0,3.0,5.0,2.0,9.0,4.0,3.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,91846.0,4.0,127700.0
5.0,3.0,5.0,3.0,15.0,3.0,5.0,0.0,1.0,2.0,2.0,,0.0,0.0,1.0,169732.0,5.0,189189.0
5.0,3.0,5.0,1.0,9.0,6.0,3.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,141887.0,5.0,167206.0
6.0,3.0,5.0,2.0,9.0,5.0,3.0,0.0,1.0,2.0,1.0,,1.0,3.0,1.0,59595.0,4.0,102238.0
4.0,3.0,7.0,8.0,12.0,5.0,4.0,0.0,1.0,1.0,2.0,,1.0,3.0,1.0,183487.0,5.0,200048.0
4.0,3.0,5.0,3.0,16.0,4.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,140452.0,5.0,166073.0
3.0,3.0,5.0,1.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,-59084.0,2.0,8545.0
5.0,3.0,5.0,1.0,14.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,238976.0,5.0,243854.0
5.0,3.0,5.0,1.0,14.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,238976.0,5.0,243854.0
4.0,3.0,4.0,3.0,12.0,5.0,4.0,0.0,1.0,2.0,2.0,,0.0,0.0,1.0,67395.0,4.0,108397.0
3.0,3.0,5.0,2.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,23598.0,3.0,73820.0
3.0,3.0,5.0,2.0,9.0,4.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,23598.0,3.0,73820.0
4.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,85076.0,4.0,122355.0
4.0,3.0,5.0,1.0,15.0,3.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,125307.0,5.0,154117.0
6.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,87172.0,4.0,124010.0
1.0,3.0,5.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,-135234.0,1.0,-51573.0
4.0,3.0,1.0,3.0,16.0,5.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,174812.0,5.0,193199.0
4.0,3.0,1.0,3.0,16.0,5.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,174812.0,5.0,193199.0
3.0,3.0,3.0,3.0,12.0,1.0,4.0,0.0,0.0,2.0,2.0,,1.0,2.0,1.0,181700.0,5.0,198637.0
5.0,3.0,5.0,3.0,16.0,6.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,106600.0,4.0,139348.0
5.0,3.0,5.0,3.0,16.0,6.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,106600.0,4.0,139348.0
5.0,3.0,5.0,1.0,14.0,7.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,202472.0,5.0,215036.0
5.0,3.0,5.0,1.0,14.0,7.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,202472.0,5.0,215036.0
5.0,3.0,5.0,1.0,14.0,7.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,202472.0,5.0,215036.0
5.0,3.0,1.0,3.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-32070.0,2.0,29872.0
5.0,3.0,1.0,3.0,12.0,4.0,4.0,0.0,2.0,2.0,2.0,,0.0,0.0,1.0,-32070.0,2.0,29872.0
5.0,3.0,6.0,2.0,14.0,6.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,121655.0,5.0,151233.0
3.0,3.0,5.0,7.0,9.0,2.0,3.0,0.0,0.0,0.0,2.0,,1.0,0.0,1.0,-3864.0,3.0,52139.0
4.0,3.0,1.0,8.0,9.0,3.0,3.0,0.0,2.0,2.0,1.0,,1.0,3.0,1.0,27750.0,3.0,77098.0
5.0,3.0,7.0,5.0,15.0,6.0,5.0,0.0,0.0,2.0,2.0,,1.0,3.0,1.0,103945.0,4.0,137252.0
4.0,3.0,7.0,8.0,9.0,3.0,3.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,125080.0,5.0,153937.0
5.0,3.0,7.0,5.0,12.0,5.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,135817.0,5.0,162414.0
5.0,3.0,5.0,1.0,12.0,2.0,4.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,60956.0,4.0,103314.0
5.0,3.0,7.0,5.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,86700.0,4.0,123637.0
5.0,3.0,7.0,5.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,86700.0,4.0,123637.0
4.0,3.0,7.0,8.0,8.0,3.0,3.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,166306.0,5.0,186484.0
4.0,3.0,7.0,1.0,6.0,3.0,2.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,80998.0,4.0,119136.0
5.0,3.0,5.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,1.0,17968.0,3.0,69376.0
4.0,3.0,5.0,2.0,13.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,94844.0,4.0,130067.0
4.0,3.0,5.0,2.0,13.0,3.0,5.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,94844.0,4.0,130067.0
3.0,3.0,5.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,,1.0,0.0,1.0,119837.0,5.0,149798.0
3.0,3.0,5.0,6.0,12.0,3.0,4.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,-19571.0,2.0,39740.0
5.0,3.0,5.0,1.0,16.0,5.0,5.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,57817.0,4.0,100835.0
3.0,3.0,5.0,5.0,12.0,3.0,4.0,0.0,2.0,2.0,2.0,,1.0,3.0,1.0,111648.0,5.0,143333.0
5.0,3.0,5.0,1.0,9.0,3.0,3.0,0.0,1.0,2.0,2.0,,1.0,3.0,1.0,125983.0,5.0,154650.0
4.0,3.0,5.0,1.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,-19403.0,2.0,39872.0
